"Hello! This is the working master, without EPIC.",,,,,,,,,,,,,,
Anything broken will say so in the leftmost column. These likely need to be fixed manually.,,,,,,,,,,,,,,
"I can get a script set up to automatically pull tracts, but I'm not sure about blocks. I didn't look into this much when I made the master.",,,,,,,,,,,,,,
"The same lookup for the tract is the same lookup for the api pull, though, so it might be likely.",,,,,,,,,,,,,,
Oldest tree:,196,,,,,,,,,,,,,
Biggest tree:,192,"<- Though, one is just ""VERY BIG""...",,,,,,,,,,there are some values in L,,
BROKEN! NEEDS FIXING: 0,,,,,80,SILVER MAPLE,25,3.0,76,LBRC,ST. ITA SCHOOL; NORTH END,,,
BROKEN! NEEDS FIXING: 0,,,,,76,SILVER MAPLE,24,3.0,73,LBRC,ST. ITA SCHOOL,,,
BROKEN! NEEDS FIXING: 0,,,,,75,HONEY LOCUST,24,3.0,72,LBRC,ST. ITA SCHOOL,,,
BROKEN! NEEDS FIXING: 0,,,,,68,HONEY LOCUST,22,3.0,65,LBRC,ST. ITA SCHOOL,,,
BROKEN! NEEDS FIXING: 0,,,,,68,AMERICAN SYCAMORE,22,4.0,87,LBRC,ST. ITA SCHOOL,,,
1220,W,CATALPA,,,91,HONEY LOCUST,29,3.0,87,LBRC,SOUTH END,,,
5502,N,MAGNOLIA,,,73,HONEY LOCUST,23,3.0,70,LBRC,ON CATALPA SIDE/CORNER,,,
BROKEN! NEEDS FIXING: 0,,,,,65,HONEY LOCUST,21,3.0,62,LBRC,B/W MAGNOLIA & ALLEY; CATALPA,,,
BROKEN! NEEDS FIXING: 0,,,,,78,HONEY LOCUST,25,3.0,75,LBRC,ON CORNER OF ALLEY; CATALPA AND W ALLEY,,,
5502,N,MAGNOLIA,,,81,SILVER MAPLE,26,3.0,77,LBRC,,,,
5506,N,MAGNOLIA,,,81,HONEY LOCUST,26,3.0,77,LBRC,,,,
5510,N,MAGNOLIA,,,87,HONEY LOCUST,28,3.0,83,LBRC,,,,
5516,N,MAGNOLIA,,,80,HONEY LOCUST,25,3.0,76,LBRC,,,,
5516,N,MAGNOLIA,,,78,HONEY LOCUST,25,3.0,75,LBRC,,,,
5526,N,MAGNOLIA,,,90,SILVER MAPLE,29,3.0,86,LBRC,SOUTH END OF CONVENT BLDG,,,
5457,N,WAYNE,,,93,HONEY LOCUST,30,3.0,89,LBRC,N SIDE OF HOUSE CLOSEST TO ALLEY,,,
5457,N,WAYNE,,,57,HONEY LOCUST,18,3.0,54,LBRC,N SIDE OF HOUSE MIDDLE,,,
BROKEN! NEEDS FIXING: 0,,,,,79,HONEY LOCUST,25,3.0,75,LBRC,NEAR CORNER OF CATALPA/WAYNE,,,
5455,N,WAYNE,,,87,NORTHERN CATALPA,28,2.0,55,LBRC,,,,
BROKEN! NEEDS FIXING: 0,,,,,62,HONEY LOCUST,20,3.0,59,LBRC,5449/5553 WAYNE,,,
BROKEN! NEEDS FIXING: 5443,N,WAYNE,,,36.5,GINKGO,12,,0,LBRC,,DO NOT KNOW GROWTH FACTOR,,
5437,N,WAYNE,,,57,NORWAY MAPLE,18,4.5,82,LBRC,,,,
5437,N,WAYNE,,,109.5,HONEY LOCUST,35,3.0,105,LBRC,,,,
5431,N,WAYNE,,,70.5,NORWAY MAPLE,22,4.5,101,LBRC,,,,
5411,N,WAYNE,,,66,NORWAY MAPLE,21,4.5,95,LBRC,,,,
5401,N,WAYNE,,,65.5,NORWAY MAPLE,21,4.5,94,LBRC,,,,
5401,N,WAYNE,,,110.5,HONEY LOCUST,35,3.0,106,LBRC,ON BALMORAL,,,
BROKEN! NEEDS FIXING: 0,,,,,60,NORWAY MAPLE,19,4.5,86,LBRC,MIDDLE TREE NORTH SIDE OF BALMORAL; BALMORAL TO ALLEY EAST,,,
BROKEN! NEEDS FIXING: 0,,,,,47.5,HONEY LOCUST,15,3.0,45,LBRC,NORTHWEST CORNER; WAYNE & BALMORAL,,,
5400,N,WAYNE,,,97,HONEY LOCUST,31,3.0,93,LBRC,MIDDLE TREE ON BALMORAL,,,
5400,N,WAYNE,,,93,HONEY LOCUST,30,3.0,89,LBRC,WAYNE SIDE,,,
BROKEN! NEEDS FIXING: 5400,N,WAYNE,,,76,FIELD ELM,24,,0,LBRC,,DOUBLE CHECK,,
5406,N,WAYNE,,,50,NORWAY MAPLE,16,4.5,72,LBRC,,,,
5410,N,WAYNE,,,61,NORWAY MAPLE,19,4.5,87,LBRC,,,,
5416,N,WAYNE,,,55.5,NORWAY MAPLE,18,4.5,80,LBRC,,,,
5418,N,WAYNE,,,59,NORWAY MAPLE,19,4.5,85,LBRC,,,,
5424,N,WAYNE,,,53,HONEY LOCUST,17,3.0,51,LBRC,,,,
5434,N,WAYNE,,,49.5,NORWAY MAPLE,16,4.5,71,LBRC,,,,
5434,N,WAYNE,,,59.5,WHITE ASH,19,5.0,95,LBRC,SPECIES?,DOUBLE CHECK (THE PERSON MEASURING THOUGHT IT WAS A MAPLE),,
5438,N,WAYNE,,,121,SILVER MAPLE,39,3.0,116,LBRC,,,,
5442,N,WAYNE,,,95.5,HONEY LOCUST,30,3.0,91,LBRC,,,,
5452,N,WAYNE,,,73,NORWAY MAPLE,23,4.5,105,LBRC,,,,
BROKEN! NEEDS FIXING: 0,,,,,59,NORWAY MAPLE,19,4.5,85,LBRC,CORNER; WAYNE & CATALPA,,,
1341,W,CATALPA,,,74.5,NORWAY MAPLE,24,4.5,107,LBRC,,,,
1341,W,CATALPA,,,82.5,SILVER MAPLE,26,3.0,79,LBRC,AT ALLEY,,,
1339,W,CATALPA,,,37,WHITE OAK,12,5.0,59,LBRC,AT CORNER,,,
5413,N,LAKEWOOD,,,62.5,NORWAY MAPLE,20,4.5,90,LBRC,,,,
5417,N,LAKEWOOD,,,89,LITTLE LEAF LINDEN,28,3.0,85,LBRC,,,,
5431,N,LAKEWOOD,,,100,HONEY LOCUST,32,3.0,96,LBRC,,,,
5435,N,LAKEWOOD,,,62,BLACK WALNUT,20,4.5,89,LBRC,,,,
5441,N,LAKEWOOD,,,90,HONEY LOCUST,29,3.0,86,LBRC,,,,
5447,N,LAKEWOOD,,,81,HONEY LOCUST,26,3.0,77,LBRC,SOUTH,,,
5447,N,LAKEWOOD,,,91,HONEY LOCUST,29,3.0,87,LBRC,NORTH,,,
1231,W,CATALPA,,,56,NORWAY MAPLE,18,4.5,80,LBRC,,,,
1255,W,CATALPA,,,97,HONEY LOCUST,31,3.0,93,LBRC,,,,
1310,W,CATALPA,,,90,HONEY LOCUST,29,3.0,86,LBRC,,,,
5422,N,LAKEWOOD,,,104,HONEY LOCUST,33,3.0,99,LBRC,SOUTH,,,
5422,N,LAKEWOOD,,,100,HONEY LOCUST,32,3.0,96,LBRC,NORTH,,,
5426,N,LAKEWOOD,,,93,SILVER MAPLE,30,3.0,89,LBRC,,,,
5434,N,LAKEWOOD,,,92,SILVER MAPLE,29,3.0,88,LBRC,,,,
5438,N,LAKEWOOD,,,81,CATALPA,26,2.0,52,LBRC,,,,
5444,N,LAKEWOOD,,,89,CATALPA,28,2.0,57,LBRC,,,,
5446,N,LAKEWOOD,,,91,HONEY LOCUST,29,3.0,87,LBRC,,,,
1230,W,BALMORAL,,,76,SILVER MAPLE,24,3.0,73,LBRC,,,,
1250,W,BALMORAL,,,85,HONEY LOCUST,27,3.0,81,LBRC,,,,
BROKEN! NEEDS FIXING: 1340,W,BERWYN,,,87,BLACK LOCUST,28,,0,LBRC,FURTHEST EAST,NOT SURE OF GROWTH FACTOR,,
1340,W,BERWYN,,,87,SILVER MAPLE,28,3.0,83,LBRC,MIDDLE,,,
1340,W,BERWYN,,,73,HONEY LOCUST,23,3.0,70,LBRC,FURTHEST WEST,,,
1340,W,BERWYN,,,74,HONEY LOCUST,24,3.0,71,LBRC,ON WAYNE SW CORNER,,,
5310,N,WAYNE,,,68,SILVER MAPLE,22,3.0,65,LBRC,,,,
5316,N,WAYNE,,,68,NORWAY MAPLE,22,4.5,97,LBRC,,,,
5334,N,WAYNE,,,65,HONEY LOCUST,21,3.0,62,LBRC,,,,
5336,N,WAYNE,,,96,SILVER MAPLE,31,3.0,92,LBRC,,,,
5344,N,WAYNE,,,84,HONEY LOCUST,27,3.0,80,LBRC,,,,
5354,N,WAYNE,,,89,SILVER MAPLE,28,3.0,85,LBRC,,,,
1341,W,BALMORAL,,,65,SILVER MAPLE,21,3.0,62,LBRC,,,,
BROKEN! NEEDS FIXING: 0,,,,,109,SILVER MAPLE,35,3.0,104,LBRC,SOUTH SIDE JUST WEST OF ALLEY ;BALMORAL,,,
5357,N,WAYNE,,,92,HONEY LOCUST,29,3.0,88,LBRC,,,,
5355,N,WAYNE,,,64,NORWAY MAPLE,20,4.5,92,LBRC,,,,
5353,N,WAYNE,,,86,HONEY LOCUST,27,3.0,82,LBRC,,,,
5349,N,WAYNE,,,90,HONEY LOCUST,29,3.0,86,LBRC,,,,
5347,N,WAYNE,,,90,HONEY LOCUST,29,3.0,86,LBRC,,,,
5339,N,WAYNE,,,94,AMERICAN BASSWOOD,30,3.0,90,LBRC,,,,
5337,N,WAYNE,,,64,WHITE ASH,20,5.0,102,LBRC,,,,
5333,N,WAYNE,,,97,SILVER MAPLE,31,3.0,93,LBRC,,,,
5329,N,WAYNE,,,122,SILVER MAPLE,39,3.0,117,LBRC,NORTH SIDE OF PROPERTY,,,
5329,N,WAYNE,,,115,SILVER MAPLE,37,3.0,110,LBRC,SOUTH SIDE OF PROPERTY,,,
5323,N,WAYNE,,,66,NORWAY MAPLE,21,4.5,95,LBRC,,,,
5314,N,WAYNE,,,102,HONEY LOCUST,32,3.0,97,LBRC,,,,
5313,N,WAYNE,,,79,NORWAY MAPLE,25,4.5,113,LBRC,,,,
5309,N,WAYNE,,,68,NORWAY MAPLE,22,4.5,97,LBRC,,,,
5301,N,WAYNE,,,89,HONEY LOCUST,28,3.0,85,LBRC,ON WAYNE NEAR CORNER,,,
5301,N,WAYNE,,,87,HONEY LOCUST,28,3.0,83,LBRC,ON BERWYN NEAR CORNER,,,
1218,W,BALMORAL,,,66,HONEY LOCUST,21,3.0,63,LBRC,JUST W OF ALLEY B/W BROADWAY AND MAGNOLIA,,,
1218,W,BALMORAL,,,65,SILVER MAPLE,21,3.0,62,LBRC,2ND TREE W OF ALLEY ABOVE,,,
1218,W,BALMORAL,,,60,SILVER MAPLE,19,3.0,57,LBRC,3RD TREE W OF ALLEY ABOVE,,,
1218,W,BALMORAL,,,66,SILVER MAPLE,21,3.0,63,LBRC,4TH TREE W OF ALLEY ABOVE,,,
5359,N,MAGNOLIA,,,67,HONEY LOCUST,21,3.0,64,LBRC,,,,
5353,N,MAGNOLIA,,,98,HONEY LOCUST,31,3.0,94,LBRC,THIS TREE SPLITS SIGNIFICANTLY,,,
5351,N,MAGNOLIA,,,55,NORWAY MAPLE,18,4.5,79,LBRC,,,,
5341,N,MAGNOLIA,,,56,NORWAY MAPLE,18,4.5,80,LBRC,,,,
5331,N,MAGNOLIA,,,58,NORWAY MAPLE,18,4.5,83,LBRC,ON PROP LINE B/W 5325,,,
5321,N,MAGNOLIA,,,69,HONEY LOCUST,22,3.0,66,LBRC,,,,
5315,N,MAGNOLIA,,,54,NORWAY MAPLE,17,4.5,77,LBRC,,,,
5311,N,MAGNOLIA,,,140,SIBERIAN ELM,45,4.0,178,LBRC,,NOT SURE OF GROWTH FACTOR,,
5307,N,MAGNOLIA,,,82,NORWAY MAPLE,26,4.5,118,LBRC,,,,
5303,N,MAGNOLIA,,,82,AMERICAN SYCAMORE,26,4.0,104,LBRC,,,,
5300,N,MAGNOLIA,,,82,SILVER MAPLE,26,3.0,78,LBRC,ON N SIDE OF BERWYN NEAR ALLEY,,,
5300,N,MAGNOLIA,,,78,SILVER MAPLE,25,3.0,75,LBRC,ON N SIDE OF BERWYN 3RD TREE FROM ALLEY,,,
5300,N,MAGNOLIA,,,63,SILVER MAPLE,20,3.0,60,LBRC,ON BERWYN JUST W OF X-WALK,,,
5300,N,MAGNOLIA,,,55,SILVER MAPLE,18,3.0,53,LBRC,ON BERWYN ALMOST AT X-WALK,,,
5306,N,MAGNOLIA,,,74,SILVER MAPLE,24,3.0,71,LBRC,AT PROP LINE W 5300,,,
5310,N,MAGNOLIA,,,80,SILVER MAPLE,25,3.0,76,LBRC,N OF PROP LINE,,,
BROKEN! NEEDS FIXING: 5310,N,MAGNOLIA,,,54,NORTHERN RED OAK,17,,0,LBRC,CENTER OF TWIN HOMES,NOT SURE OF GROWTH FACTOR,,
5314,N,MAGNOLIA,,,108,SILVER MAPLE,34,3.0,103,LBRC,,,,
5322,N,MAGNOLIA,,,66,HONEY LOCUST,21,3.0,63,LBRC,,,,
5326,N,MAGNOLIA,,,76.5,HONEY LOCUST,24,3.0,73,LBRC,IN FRONT OF EMPTY LOT,,,
5330,N,MAGNOLIA,,,66,HONEY LOCUST,21,3.0,63,LBRC,,,,
5344,N,MAGNOLIA,,,68,HONEY LOCUST,22,3.0,65,LBRC,,,,
1254,W,BALMORAL,,,72,NORWAY MAPLE,23,4.5,103,LBRC,S SIDE OF BALMORAL @ ALLEY B/W MAGNOLIA AND LAKEWOOD,BEHIND/NEAR 5356 MAGNOLIA HOME,,
1321,W,BERWYN,,,56,WHITE ASH,18,5.0,89,LBRC,WEST SIDE,,,
5247,N,WAYNE,,,60,NORWAY MAPLE,19,4.5,86,LBRC,,,,
5239,N,WAYNE,,,96,SUGAR MAPLE,31,5.0,153,LBRC,,,,
5227,N,WAYNE,,,88,AMERICAN ELM,28,4.0,112,LBRC,,,,
5223,N,WAYNE,,,65,WHITE ASH,21,5.0,104,LBRC,,,,
5221,N,WAYNE,,,70,WHITE ASH,22,5.0,111,LBRC,,,,
5217,N,WAYNE,,,95,AMERICAN ELM,30,4.0,121,LBRC,,,,
5213,N,WAYNE,,,50,WHITE ASH,16,5.0,80,LBRC,,,,
5209,N,WAYNE,,,123,SUGAR MAPLE,39,5.0,196,LBRC,,,,
1318,W,FOSTER,,,64,HONEY LOCUST,20,3.0,61,LBRC,WEST SIDE,,,
1318,W,FOSTER,,,52,HONEY LOCUST,17,3.0,50,LBRC,EAST SIDE,,,
5256,N,WAYNE,,,86,HONEY LOCUST,27,3.0,82,LBRC,NORTH SIDE OF PROPERTY,,,
5256,N,WAYNE,,,89,SILVER MAPLE,28,3.0,85,LBRC,,,,
5244,N,WAYNE,,,90,SILVER MAPLE,29,3.0,86,LBRC,,,,
5226,N,WAYNE,,,90,SILVER MAPLE,29,3.0,86,LBRC,,,,
5224,N,WAYNE,,,80,SILVER MAPLE,25,3.0,76,LBRC,,,,
5220,N,WAYNE,,,80,WHITE ASH,25,5.0,127,LBRC,,,,
5216,N,WAYNE,,,99,HONEY LOCUST,32,3.0,95,LBRC,,,,
5203,N,LAKEWOOD,,,104,SILVER MAPLE,33,3.0,99,LBRC,,,,
5202,N,LAKEWOOD,,,96,HONEY LOCUST,31,3.0,92,LBRC,,,,
5202,N,LAKEWOOD,,,71,HONEY LOCUST,23,3.0,68,LBRC,,,,
5202,N,LAKEWOOD,,,67,HONEY LOCUST,21,3.0,64,LBRC,,,,
5202,N,LAKEWOOD,,,75,MAPLE,24,3.0,72,LBRC,,,,
5206,N,LAKEWOOD,,,61,MAPLE,19,3.0,58,LBRC,,THE VOLUNTEER DID NOT SPECIFY MAPLE TYPE,,
5214,N,LAKEWOOD,,,87,MAPLE,28,3.0,83,LBRC,,,,
5232,N,LAKEWOOD,,,81,HONEY LOCUST,26,3.0,77,LBRC,,,,
5244,N,LAKEWOOD,,,103,MAPLE,33,3.0,98,LBRC,CHURCH,,,
5244,N,LAKEWOOD,,,90,MAPLE,29,3.0,86,LBRC,CHURCH,,,
5244,N,LAKEWOOD,,,119,CHINESE ELM,38,4.0,152,LBRC,CHURCH,,,
5244,N,LAKEWOOD,,,81,ELM,26,4.0,103,LBRC,CHURCH,,,
5255,N,LAKEWOOD,,,62,ASH,20,5.0,99,LBRC,,,,
5253,N,LAKEWOOD,,,63,ASH,20,5.0,100,LBRC,,,,
5253,N,LAKEWOOD,,,66,ASH,21,5.0,105,LBRC,,,,
5245,N,LAKEWOOD,,,90,SILVER MAPLE,29,3.0,86,LBRC,,,,
5241,N,LAKEWOOD,,,116,SILVER MAPLE,37,3.0,111,LBRC,,,,
5227,N,LAKEWOOD,,,76,HONEY LOCUST,24,3.0,73,LBRC,,,,
5223,N,LAKEWOOD,,,85,MAPLE,27,3.0,81,LBRC,,,,
5217,N,LAKEWOOD,,,76,MAPLE,24,3.0,73,LBRC,,,,
5256,N,MAGNOLIA,,,103,MAPLE,33,3.0,98,LBRC,,,,
5254,N,MAGNOLIA,,,72,MAPLE,23,3.0,69,LBRC,,,,
5252,N,MAGNOLIA,,,84,MAPLE,27,3.0,80,LBRC,,,,
5242,N,MAGNOLIA,,,63,MAPLE,20,3.0,60,LBRC,,,,
5238,N,MAGNOLIA,,,66,MAPLE,21,3.0,63,LBRC,,,,
5230,N,MAGNOLIA,,,80,MAPLE,25,3.0,76,LBRC,,,,
5226,N,MAGNOLIA,,,90,SYCAMORE,29,4.0,115,LBRC,,,,
5220,N,MAGNOLIA,,,92,MAPLE,29,3.0,88,LBRC,,,,
5200,N,MAGNOLIA,,,107,MAPLE,34,3.0,102,LBRC,,,,
5217,N,MAGNOLIA,,,95,HONEY LOCUST,30,3.0,91,LBRC,,,,
5223,N,MAGNOLIA,,,104,MAPLE,33,3.0,99,LBRC,,,,
5229,N,MAGNOLIA,,,75,MAPLE,24,3.0,72,LBRC,,,,
5241,N,MAGNOLIA,,,80,HONEY LOCUST,25,3.0,76,LBRC,,,,
5251,N,MAGNOLIA,,,170,MAPLE,54,3.0,162,LBRC,POSSIBLY TWO,COULD BE TWO TREES,,
5255,N,MAGNOLIA,,,113,MAPLE,36,3.0,108,LBRC,,,,END LBRC
1062,W,ROSEMONT,,,96,AMERICAN ELM,31,4.0,124,NEBA,,,,BEGIN NEBA
6229,N,WINTHROP,,,72,GREEN ASH,24,4.0,96,NEBA,,,,
6161,N,WINTHROP,,,117,N. HACKBERRY,38,3.0,114,NEBA,,,,
6131,N,WINTHROP,,,86,SYCAMORE,27,4.0,108,NEBA,,,,
1059,W,GLENLAKE,,,86,SILVER MAPLE,27,3.0,81,NEBA,,,,
1065,W,GLENLAKE,,,83,SILVER MAPLE,26,3.0,78,NEBA,,,,
6013,N,WINTHROP,,,72,HONEY LOCUT,23,3.0,69,NEBA,,,,
1030,W,GLENLAKE,,,61,ASH,19,4.0,76,NEBA,,,,
6201,N,KENMORE,,,70,HONEY LOCUT,22,3.0,66,NEBA,,,,
6231,N,KENMORE,,,99,ELM,32,4.0,128,NEBA,,,,
6325,N,SHERIDAN,,,62,HONEY LOCUT,20,3.0,60,NEBA,,,,
6253,N,SHERIDAN,,,71,HONEY LOCUT,23,3.0,69,NEBA,,,,
1100,W,THORNDALE,,,65,BRADFORD PEAR,21,0.0,0,NEBA,VERY FAST GROWING,,,
6307,N,WINTHROP,,,79,HONEY LOCUT,25,3.0,75,NEBA,,,,
6217,N,WINTHROP,,,68,HONEY LOCUT,22,3.0,66,NEBA,,,,
6131,N,WINTHROP,,,67,AMERICAN SYCAMORE,21,4.0,84,NEBA,,,,
1056,W,GLENLAKE,,,106,SILVER MAPLE,34,3.0,32,NEBA,,,,
1063,W,GLENLAKE,,,78,SILVER MAPLE,25,3.0,75,NEBA,,,,
6035,N,WINTHROP,,,84,SILVER MAPLE,27,3.0,81,NEBA,,,,
6011,N,WINTHROP,,,87,HONEY LOCUT,28,3.0,84,NEBA,,,,
5957,N,WINTHROP,,,102,AMERICAN ELM,32,4.0,128,NEBA,,,,
1031,W,GLENLAKE,,,60,GREEN ASH,19,4.0,76,NEBA,,,,
6201,N,KENMORE,,,63,HONEY LOCUT,20,3.0,60,NEBA,,,,
6255,N,KENMORE,,,61,HONEY LOCUT,19,3.0,57,NEBA,,,,
6250,N,KENMORE,,,90,SILVER MAPLE,29,3.0,87,NEBA,,,,
6300,N,SHERIDAN,,,84,AMERICAN ELM,27,4.0,124,NEBA,,,,
6236,N,SHERIDAN,,,102,HONEY LOCUT,33,4.0,108,NEBA,,,,
6102,N,SHERIDAN,,,61,SILVER MAPLE,19,3.0,57,NEBA,,,,END NEBA
BROKEN! NEEDS FIXING:,,,,,61,NORWAY MAPLE,19.4,4.5,87,NET,"5900 N. GLENWOOD PARKWAY, OPPOSITE 5861 N. GLENWOOD",,,BEGIN NET
BROKEN! NEEDS FIXING:,,,,,60,NORWAY MAPLE,19.1,4.5,86,NET,"5900 N. GLENWOOD PARKWAY, OPPOSITE 5873 N. GLENWOOD",,,
BROKEN! NEEDS FIXING:,,,,,140,SILVER MAPLE,44.6,3.0,134,NET,NW CORNER OF GLENWOOD & ROSEDALE,,,
BROKEN! NEEDS FIXING:,,,,,125,NORWAY MAPLE,39.8,4.5,179,NET,"SENN PARK, OPPOSITE 5905 N. GLENWOOD",,,
BROKEN! NEEDS FIXING:,,,,,94,SILVER MAPLE,29.9,3.0,90,NET,SW CORNER OF GLENWOOD & THORNDALE,,,
BROKEN! NEEDS FIXING:,,,,,95,NORWAY MAPLE,30.3,4.5,136,NET,"SENN PARK, OPPOSITE 1406 W. THORNDALE",TREE IS HALF DEAD WITH BROKEN TRUNK.,,
BROKEN! NEEDS FIXING:,,,,,77,HACKBERRY,24.5,5.0,123,NET,"SENN PARK, SW CORNER OF THORNDALE & GREENVIEW",,,
BROKEN! NEEDS FIXING:,,,,,95,MULBERRY,30.3,2.3,70,NET,"ADJACENT TO 1515 THORNDALE, IN SENN UNITY GARDEN",,,
BROKEN! NEEDS FIXING:,,,,,129,AMERICAN ELM,41.1,4.0,164,NET,1515 W. THORNDALE (REAR),,,
BROKEN! NEEDS FIXING:,,,,,96,EASTERN COTTONWOOD,30.6,2.0,61,NET,"ADJACENT TO 1515 THORNDALE, IN SENN UNITY GARDEN",,,
BROKEN! NEEDS FIXING:,,,,,94,EASTERN COTTONWOOD,29.9,2.0,60,NET,"ADJACENT TO 1515 THORNDALE, IN SENN UNITY GARDEN",,,
BROKEN! NEEDS FIXING:,,,,,109,SILVER MAPLE,34.7,3.0,104,NET,"SENN UNITY GARDEN, PARKWAY IN FRONT OF UNITY SIGN",,,
BROKEN! NEEDS FIXING:,,,,,104,AMERICAN ELM,33.1,4.0,132,NET,1542 W. THORNDALE PARKWAY,,,
BROKEN! NEEDS FIXING:,,,,,108,TREE OF HEN,34.4,2.0,69,NET,"LINCOLN GARDEN, OPPOSITE MABEL BLDG",,,
BROKEN! NEEDS FIXING:,,,,,65,SWAMP WHITE OAK,20.7,4.0,83,NET,"SENN PARK, OPPOSITE PARK VIEW HOME",,,
BROKEN! NEEDS FIXING:,,,,,65,AMERICAN ELM,20.7,4.0,83,NET,"SENN H. S., NW CORNER OF ARDMORE & RIDGE",,,
BROKEN! NEEDS FIXING:,,,,,108,SILVER MAPLE,34.4,3.0,103,NET,OPPOSITE ALLEY @ 1429 W. ARDMORE,,,
BROKEN! NEEDS FIXING:,,,,,87,SILVER MAPLE,27.7,3.0,83,NET,OPPOSITE ALLEY @ 1429 W. ARDMORE,,,
1401,W,ELMDALE,,,60,HONEY LOCUST,19.1,3.0,57,NET,,,,
1403,W,ELMDALE,,,64,HONEY LOCUST,20.4,3.0,61,NET,,,,
1407,W,ELMDALE,,,70,HONEY LOCUST,22.3,3.0,67,NET,,,,
1415,W,ELMDALE,,,71,HONEY LOCUST,22.6,3.0,68,NET,,,,
1417,W,ELMDALE,,,73,HONEY LOCUST,23.2,3.0,70,NET,,,,
1419,W,ELMDALE,,,73,HONEY LOCUST,23.2,3.0,70,NET,,,,
1421,W,ELMDALE,,,61,HONEY LOCUST,19.4,3.0,58,NET,,,,
1425,W,ELMDALE,,,68,HONEY LOCUST,21.7,3.0,65,NET,,,,
1427,W,ELMDALE,,,61,HONEY LOCUST,19.4,3.0,58,NET,,,,
1429,W,ELMDALE,,,66,HONEY LOCUST,21,3.0,63,NET,,,,
1433,W,ELMDALE,,,77,HONEY LOCUST,24.5,3.0,74,NET,,,,
1439,W,ELMDALE,,,75,HONEY LOCUST,23.9,3.0,72,NET,,,,
1443,W,ELMDALE,,,66,HONEY LOCUST,21,3.0,63,NET,,,,
1445,W,ELMDALE,,,65,HONEY LOCUST,20.7,3.0,62,NET,,,,
1447,W,ELMDALE,,,72,HONEY LOCUST,22.9,3.0,69,NET,,,,
1457,W,ELMDALE,,,73,HONEY LOCUST,23.2,3.0,70,NET,,,,
1459,W,ELMDALE,,,75,HONEY LOCUST,23.9,3.0,72,NET,,,,
1461,W,ELMDALE,,,71,HONEY LOCUST,22.6,3.0,68,NET,,,,
BROKEN! NEEDS FIXING: 1460,W,ELMDALE,,,88,HONEY LOCUST,28,,0,NET,,,,
BROKEN! NEEDS FIXING: 1458,W,ELMDALE,,,73,ASH,23.2,,0,NET,HAS CITY TAF FROM 2113,,,
BROKEN! NEEDS FIXING: 1466,W,ELMDALE,,,78,MAPLE,24.8,,0,NET,,,,
BROKEN! NEEDS FIXING: 1404,W,ELMDALE,,,64,HONEY LOCUST,20.4,,0,NET,,,,
BROKEN! NEEDS FIXING: 1521,W,ELMDALE,,,63,HONEY LOCUST,20.1,,0,NET,,,,
BROKEN! NEEDS FIXING: 1531,W,ELMDALE,,,62,HONEY LOCUST,19.7,,0,NET,,,,
BROKEN! NEEDS FIXING: 1537,W,ELMDALE,,,63,MAPLE,20.1,,0,NET,,,,
BROKEN! NEEDS FIXING: 1547,W,ELMDALE,,,65,HONEY LOCUST,20.7,,0,NET,,,,
1404,W,THORNDALE,,,60,ASH,19.1,5.0,96,NET,,,,
1406,W,THORNDALE,,,61,OAK,19.4,2.0,39,NET,,,,
1412,W,THORNDALE,,,60,OAK,19.1,2.0,38,NET,,,,
1414,W,THORNDALE,,,61.5,MAPLE,19.6,4.5,88,NET,,,,
1522,W,THORNDALE,,,92,SILVER MAPLE,29.3,3.0,88,NET,,,,
BROKEN! NEEDS FIXING: 1528,W,THORNDALE,,,64,ASH,20.4,,0,NET,??????,,,
BROKEN! NEEDS FIXING: 1442,W,THORNDALE,,,103,,32.8,,0,NET,??????,,,
BROKEN! NEEDS FIXING: 1527,W,THORNDALE,,,,,0,,0,NET,??????,,,
1525,W,THORNDALE,,,104,MAPLE,33.1,3.0,99,NET,,,,
BROKEN! NEEDS FIXING: 1515,W,THORNDALE,,,74,,23.6,,0,NET,??????,,,
5954,N,GREENVIEW,,,63,NORTHERN MAPLE,20.1,4.5,90,NET,,,,
BROKEN! NEEDS FIXING: 5959,N,GREENVIEW,,,60,,19.1,,0,NET,,,,
BROKEN! NEEDS FIXING: 5957,N,GREENVIEW,,,61,,19.4,,0,NET,,,,
BROKEN! NEEDS FIXING: 5953,N,GREENVIEW,,,60,,19.1,,0,NET,,,,
1542,W,ELMDALE,,,64,HONEY LOCUST,20.4,3.0,61,NET,,,,
1540,W,ELMDALE,,,75,ELM,23.9,4.0,96,NET,,,,
1528,W,ELMDALE,,,76,NORTHERN MAPLE,24.2,4.5,109,NET,W/VINES,,,
1522,W,ELMDALE,,,75,SILVER MAPLE,23.9,3.0,72,NET,,,,
1520,W,ELMDALE,,,90,NORTHERN MAPLE,28.7,4.5,129,NET,,,,
1502,W,ELMDALE,,,67,HONEY LOCUST,21.3,3.0,64,NET,,,,
BROKEN! NEEDS FIXING:,,,,,96,SILVER MAPLE,30.6,3.0,92,NET,GLENWOOD ?,,,
5932,N,GLENWOOD,,,85,SILVER MAPLE,27.1,3.0,81,NET,TREES OFF THORNDALE,,,
5928,N,GLENWOOD,,,106,SILVER MAPLE,33.8,3.0,101,NET,2ND,,,
5914,N,GLENWOOD,,,73,SILVER MAPLE,23.2,3.0,70,NET,,,,
